"Nombre_fichero";"N_Pistas";"melody";"bass";"piano_rh";"piano_lh";"mixdown";;;;
"Manu_Tenorio_Tu_Piel.kar";14;;3;;;;"Bajo";"OK";;
"Marc_Anthony_A_present_tu_peux_ten_aller.kar";11;;4;;;;"Gtr Bass";"OK";;
"Marc_Anthony_Cest_ma_fete.kar";12;;3;;;;"bass";"OK";;
"Marc_Anthony_Sunny.kar";9;;8;;;;"Bass";"OK";;
"Marc_Lavoine_Rue_Fontaine.kar";10;;3;;;;"Basse  2";"OK";;
"Marc_Lavoine_Si_tu_veux_le_savoir.kar";12;;4;;;;"Basse  2";"OK";;
"Marc_Ogeret_Nini_peau_dchien.kar";6;;;;;;"Left Hand";"OK-M";"Revisar";
"Marcel_Martel_Bobbie_McGee.kar";16;;3;;;;"Basse 1";"OK";;
"Marcel_Martel_Bonsoir_cherie.kar";17;;6;;;;"Bass                ";"OK";;
"Marcela_Morelo_Luna_bonita.kar";11;;3;;;;"Bass2";"OK";;
"Marcos_Llunas_Reina_de_las_diosas_4.kar";13;;4;;;;" Fretless Bs.";"OK";;
"Margarit.kar";9;;4;;;;"Bass";"OK";;
"Mariah_Carey_Always_Be_My_Baby.kar";9;;4;;;;"Bass";"OK";;
"Mariah_Carey_Always_be_my_baby_4.kar";9;;4;;;;"Bass";"OK";;
"Mariah_Carey_Anytime_You_Need_A_Friend.kar";12;;4;;;;"Bass";"OK";;
"Mariah_Carey_Anytime_you_need_a_friend_4.kar";12;;4;;;;"Bass";"OK";;
"Mariah_Carey_Ill_Be_There.kar";11;;"5 8";;;;"Acoustic Bass";"OK-M";;
"Mariah_Carey_Vision_of_love_4.kar";16;;5;;;;"Bass";"OK";;
"Mariah_Carey_Without_you_1.kar";9;;5;;;;"Bass";"OK";;
"Marie_Carmen_Laigle_noir.kar";11;;4;;;;"Fretless Bass       ";"OK";;
"Marie_Laforet_Que_calor_la_vida.kar";11;;2;;;;"BasseAc  2";"OK";;
"Marie_Laforet_Viens_sur_la_montagne.kar";9;;4;;;;"Basse Ac 2";"OK";;
"Marjo_Ailleurs.kar";15;;4;;;;"Bass";"OK";;
"Mark_Chestnutt_Blame_it_on_texas.kar";18;;4;;;;"BASS";"OK";;
"Martina_McBride_Valentin.kar";5;;;4;5;;"Piano (low)";"OK-M";"Revisar";
"Maurane_Mentir.kar";15;;5;;;;"Basse";"OK";;
"Maurice_Chevalier_Ma_pomme.kar";9;;4;;;;"BasseAc2";"OK";;
"Maurice_Chevalier_Valentine.kar";12;;4;;;;"BasseAc2";"OK";;
"Maxime_Le_Forestier_Chienne_didee.kar";11;;5;;;;"Basse   2";"OK";;
"Mecano_Dis_moi_lune_dargent.kar";13;;;;;;"triombone";"OK-M";;
"Mecano_HIJO_DE_LA_LUNA.kar";13;;;;;;"triombone";"OK-M";;
"Mecano_Naturaleza_muerta.kar";17;;8;;;;"Bajo";"OK";;
"Mecano_Naturaleza_muerta_1.kar";17;;8;;;;"Bajo";"OK";;
"Mecano_Quedate_en_madrid.kar";7;;"3 4";;;;"guitarra";"OK-M";;
"Metallica_Nothing_else_matters_1.kar";18;;11;;;;"Bass";"OK";;
"Michael_Bolton_A_whitershade_of_pale_4.kar";9;;4;;;;"Bass    ";"OK";;
"Michael_Jackson_Bad.kar";15;;4;;;;"Bass";"OK";;
"Michael_Jackson_Bad_4.kar";15;;4;;;;"Bass";"OK";;
"Michael_Jackson_Beat_It.kar";18;;5;;;;"Bass";"OK";;
"Michael_Jackson_Billie_Jean_1.kar";13;;5;;;;"Bass";"OK";;
"Michael_Jackson_Dont_stop_till_you_get_enough.kar";13;;5;;;;"Bass";"OK";;
"Michael_Jackson_Ill_be_there_1.kar";11;;"5 8";;;;"Acoustic Bass";"OK-M";;
"Michael_Jackson_Man_in_the_mirror_4.kar";4;;;;;4;;"OK-M";;
"Michael_Jackson_The_way_you_make_me_feel_1.kar";14;;5;;;;"Bass";"OK";;
"Michael_Jackson_Thriller.kar";16;;5;;;;"Bass";"OK";;
"Michael_Jackson_Thriller_4.kar";16;;5;;;;"Bass";"OK";;
"Michael_Jacskon_Beat_it_4_y_15.kar";18;;5;;;;"Bass";"OK";;
"Michael_Johnson_Bluer_than_Blue.kar";12;;9;;;;"  By Michael Johnson";"OK";;
"Michel_Berger_Lumiere_du_jour.kar";9;;3;;;;"BAsse";"OK";;
"Michel_Berger_Mademoiselle_Chang.kar";13;;5;;;;"Basse   ";"OK";;
"Michel_Delpech_Loir_et_Cher.kar";15;;3;;;;"LOIR ET ";"OK";;
"Michel_Delpech_Quand_jetais_chanteur.kar";15;;5;;;;"Basse   2";"OK";;
"Michel_Delpech_Que_Marianne_etait_jolie.kar";17;;4;;;;"Basse  2";"OK";;
"Michel_Delpech_Tu_me_fais_planer.kar";14;;4;;;;"Basse  2";"OK";;
"Michel_Fugain_2000_ans_et_un_jour.kar";12;;;;;;"Guitare  6";"OK-M";;
"Michel_Fugain_Encore.kar";3;;2;;;;"Basse";"OK";;
"Michel_Fugain_Et_plus_si_affinites.kar";7;;3;;;;"basses";"OK";;
"Michel_Fugain_Leau_quon_boit.kar";7;;3;;;;"basses";"OK";;
"Michel_Fugain_Les_Acadiens.kar";11;;4;;;;"Basse    2";"OK";;
"Michel_Fugain_Les_ronciers.kar";10;;3;;;;"Basse   2";"OK";;
"Michel_Fugain_Une_belle_histoire.kar";12;;3;;;;"UNESTATEFA";"OK";;
"Michel_Fugain_Va_vers_le_soleil.kar";3;;3;;;;"basse";"OK";;
"Michel_Jonasz_Du_blues.kar";9;;4;;;;;"OK";;
"Michel_Jonasz_La_bossa.kar";16;;4;;;;"basse   ";"OK";;
"Michel_Jonasz_Le_Scat.kar";6;;2;;;;"Basse";"OK";;
"Michel_Jonasz_Lucille.kar";13;;4;;;;"basse";"OK";;
"Michel_Pilon_Sans_amour.kar";13;;4;;;;"bass";"OK";;
"Michel_Polnareff_Je_suis_un_homme.kar";7;;1;;;;"Basse 2";"OK";;
"Michel_Polnareff_Le_bal_des_lazes.kar";11;;3;;;;"Basse   2";"OK";;
"Michel_Polnareff_Tam_tam.kar";13;;3;;;;"Basse  2";"OK";;
"Michel_Polnareff_Tous_les_bateaux.kar";12;;4;;;;"Basse";"OK";;
"Michel_Rivard_Ma_blonde_et_les_poissons.kar";14;;5;;;;"Bass";"OK";;
"Michel_Rivard_Rive_Sud.kar";15;;12;;;;"Bass";"OK";;
"Michel_Sardou_Afrique_adieu.kar";18;;5;;;;"Bass";"OK";"Revisar";
"Michel_Sardou_Cette_chanson_la.kar";12;;2;;;;"Tuba";"OK-M";;
"Michel_Sardou_Jhabite_en_France.kar";16;;5;;;;"Basse    2";"OK";;
"Michel_Sardou_Le_bac_G.kar";23;;4;;;;"Basse  2";"OK";;
"Michel_Sardou_Le_rire_du_sergent.kar";16;;5;;;;"Basse    2";"OK";;
"Michel_Sardou_Les_Ricains.kar";11;;3;;;;"Basse  2";"OK";;
"Michel_Sardou_Les_bals_populaires.kar";12;;4;;;;"Basse  2";"OK";;
"Michel_Sardou_Petit.kar";14;;4;;;;"Basse  2";"OK";;
"Michel_Sardou_Salut.kar";16;;5;;;;"Basse    2";"OK";;
"Michel_Sardou_Senfuir_et_apres.kar";10;;3;;;;"Basse    2";"OK";;
"Michel_Simon_Comme_tout_lmonde.kar";8;;2;;;;"Basse";"OK";;
"Michele_Torr_Je_mappelle_Michelle.kar";9;;8;;;;"bass    ";"OK";;
"Miguel_Bose_Linda.kar";14;;4;;;;"bajo fretless";"OK";;
"Miguel_Bose_Linda_b.kar";14;;4;;;;"bajo fretless";"OK";;
"Miguel_Rfos_Bienvenidos_4.kar";12;;4;;;;"FINGBASS";"OK";;
"Mike_Brant_Dis_lui.kar";13;;5;;;;"Basse   ";"OK";;
"Mireille_Le_carrosse.kar";8;;1;;;;"Basse2";"OK";;
"Mireille_Mathieu_Bravo_tu_as_gagne.kar";9;;8;;;;"bass    ";"OK";;
"Mireille_Mathieu_La_Derniere_valse.kar";17;;8;;;;;"OK";;
"Mireille_Mathieu_Nos_souvenirs.kar";13;;5;;;;"AcouBass";"OK";;
"Mireille_Mathieu_Sans_toi.kar";16;;5;;;;"Bass";"OK";;
"Mireille_Mathieu_Sans_toi_1.kar";16;;5;;;;"Bass";"OK";;
"Mireille_Mathieu_Une_femme_amoureuse.kar";12;;6;;;;"Bass";"OK";;
"Mocedades_Asf_fue_nuestro_amor_1.kar";18;;;;;;"french horn         ";"OK-M";;
"Modern_Talking_Brother_Louie_4.kar";12;;10;;;;"Bass";"OK";;
"Modern_Talking_Cheri_cheri_lady_4.kar";14;;9;;;;"Bass";"OK";;
"Modern_Talking_Geronimos_Cadillac_4.kar";15;;5;;;;"Bass";"OK";;
"Mr_Mister_Broken_wings_4.kar";26;;4;;;;"Bass";"OK";;
"Mylene_Farmer_A_quoi_je_sers.kar";14;;4;;;;"Basse  2";"OK";;
"Mylene_Farmer_Allan.kar";7;;;4;5;;"PLH";"OK-M";;
"Mylene_Farmer_Desenchantee.kar";14;;4;;;;"Gauche";"OK";;
"Mylene_Farmer_XXL.kar";12;;4;;;;"Basse";"OK";;
"Nana_Mouskouri_Au_coeur_de_Septembre.kar";7;;5;;;;;"OK";;
"Nana_Mouskouri_Guantanamera.kar";23;;7;;;;"Bass                                                            ";"OK";"Revisar";
"Nana_Mouskouri_Nos_souvenirs.kar";13;;5;;;;"AcouBass";"OK";;
"Natasha_Saint_Pier_Tu_m_envoles.kar";14;;6;;;;"base";"OK";;
"Natasha_Saint_Pier_Tu_trouveras.kar";15;;3;;;;"Basse    2";"OK";;
"Neil_Diamond_Hello_Again.kar";10;;3;;;;"piano";"OK";;
"Neil_Diamond_Love_on_the_Rocks.kar";12;;4;;;;;"OK";;
"Neil_Diamond_Morningside.kar";14;;5;;;;"Bass";"OK";;
"Neil_Diamond_September_Morn.kar";12;;5;;;;"Bass";"OK";;
"Neil_Diamond_Song_Sung_Blue.kar";12;;3;;;;"Bass    (BB)";"OK";;
"Neil_Diamond_Sunday_Sun.kar";10;;8;;;;"Bass";"OK";;
"Neil_Diamond_Sweet_Caroline.kar";12;;;;;;"TIMPANI";"OK-M";;
"Neil_Young_Heart_Of_Gold.kar";17;;9;;;;"Bass Gtr";"OK";;
"Neil_Young_Old_Man.kar";14;;3;;;;"Bass";"OK";;
"Niagara_Flammes_de_lenfer.kar";12;;3;;;;"Basse  2";"OK";;
"Niagara_Je_dois_men_aller.kar";15;;4;;;;"Piano2";"OK-M";"Revisar 3";
"Nicoletta_Il_est_mort_le_soleil.kar";15;;4;;;;"Basse";"OK";;
"Nino_Ferrer_Je_cherche_une_petite_fille.kar";12;;4;;;;"Basse   2";"OK";;
"Nino_Ferrer_Le_sud_1.kar";18;;5;;;;"Bass    ";"OK";;
"Nino_Ferrer_Les_cornichons.kar";10;;1;;;;"Basse";"OK";;
"Nino_Ferrer_Oh_he_hein_bon.kar";9;;"5 8";;;;"Fngrbass";"OK-M";;
"Nirvana_Lake_of_fire.kar";7;;6;;;;"Bass";"OK";;
"No_CambiT.kar";18;;4;;;;"Bass";"OK";;
"No_Mercy_Where_Do_You_Go2.kar";21;;10;;;;"AcousBass";"OK";;
"No_me_pises_joder_que_llevo_Chancla._CANARIO.kar";11;;4;;;;"Bss34";"OK";;
"No_me_pises_que_llevo_chanclas_El_Canario.kar";11;;4;;;;"Bss34";"OK";;
"Non_dTfnini_ESTOY_LLORANDO_POR_T.kar";17;;4;;;;"bass";"OK";;
"Non_dTfnini_La_Soledad_Laura_Paussini.kar";16;;9;;;;"Bas";"OK";;
"Non_dTfnini_No_se_si_es_amor_Roxette.kar";12;;3;;;;"Bass Gtr";"OK";;
"Non_dTfnini_POR_DEBAJO_DE_LA_MESA_LUIS_MIGUEL.kar";11;;5;;;;"BAJO";"OK";;
"Non_dTfnini_Por_Amarte_Enrique_Iglesias_por_Stapelton.kar";13;;4;;;;;"OK";;
"Non_dTfnini_RUMBA_TARUMBA_SEGURIDAD_SOCIAL.kar";14;;4;;;;"bass";"OK";;
"Non_dTfnini_Rama_Lama_Tennesse.kar";14;;4;;;;"bass";"OK";;
"Non_dTfnini_Si_bastasen_un_par_de_canciones_Eros_Ramazotti.kar";13;;4;;;;"FRETLESS";"OK";;
"Non_dTfnini_Un_sorbito_de_Champagne_Los_Brincos.kar";13;;4;;;;"bajo";"OK";;
"Notre_Dame_de_Paris_Ave_maria_paien.kar";9;;1;;;;"Basse 2";"OK";;
"Notre_Dame_de_Paris_Belle.kar";13;;3;;;;"Basse    ";"OK";;
"Notre_Dame_de_Paris_Danse_mon_Esmeralda.kar";16;;1;;;;"Basse2";"OK";;
"Notre_Dame_de_Paris_Dechire.kar";15;;1;;;;"Basse 2";"OK";;
"Notre_Dame_de_Paris_Le_temps_des_cathedrales.kar";15;;5;;;;"Basse    2";"OK";;
"Notre_Dame_de_Paris_Lune.kar";15;;1;;;;"Basse 2";"OK";;
"Notre_Dame_de_Paris_Vivre.kar";14;;11;;;;"RevCymb";"OK";;
"OBK_El_cielo_no_entiende_4.kar";17;;4;;;;"Bass";"OK";;
"Oasis_Champagne_SuperNova.kar";13;;5;;;;"BASS";"OK";;
"Oasis_Whatever_8.kar";17;;9;;;;"Bass";"OK";;
"Objetivo_Birmania_Los_amigos_de_mis_amigas_16.kar";22;;6;;;;"Bass";"OK";;
"Obk_El_Cielo_No_Entiende.kar";17;;4;;;;"Bass";"OK";;
"Ohio_Players_Expressway_To_Your_Heart.kar";11;;4;;;;;"OK";;
"Olivia_Newton_John_Have_You_Never_Been_Mellow.kar";12;;6;;;;"Bass";"OK";;
"Olivia_Newton_John_Have_you_ever_been_mellow.kar";12;;6;;;;"Bass";"OK";;
"Olivia_Newton_John_Help_me_make_it_through_the_night.kar";10;;5;;;;"Bass                ";"OK";;
"Olivia_Newton_John_Lets_Get_Physical.kar";15;;5;;;;"Bass";"OK";;
"Olivia_Newton_John_Look_at_me_Im_Sandra_Dee.kar";6;;5;;;;"Bass";"OK";;
"Olivia_Newton_John_Physical.kar";15;;5;;;;"Bass";"OK";;
"Operaci_n_triunfo_Dont_let_the_sun_go_down_on_me.kar";11;;4;;;;"Bass";"OK";;
"Operaci_n_triunfo_Its_raining_men_Esp.kar";19;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Adoro.kar";22;;4;;;;"BAJO ELECTRICO";"OK";;
"Operacion_triunfo_Azul.kar";17;;4;;;;" Fretless Bs.";"OK";;
"Operacion_triunfo_Esperare.kar";13;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Fame.kar";17;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Gracias_por_la_musica.kar";12;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Heroe_Mariah_Carey.kar";12;;3;;;;"BASS";"OK";;
"Operacion_triunfo_Hijo_de_la_luna.kar";13;;;;;;"triombone";"OK-M";;
"Operacion_triunfo_I_have_nothing.kar";14;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Its_raining_men.kar";19;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Killing_me_sotfly.kar";11;;5;;;;"E.Bass              ";"OK";;
"Operacion_triunfo_La_ultima_noche.kar";13;;5;;;;"Bajo";"OK";;
"Operacion_triunfo_Last_dance.kar";10;;3;;;;"BASS";"OK";;
"Operacion_triunfo_Marianna_Mambo.kar";16;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Maybe_this_time.kar";13;;6;;;;"Bass                ";"OK";;
"Operacion_triunfo_Me_ire.kar";15;;5;;;;"bajo";"OK";;
"Operacion_triunfo_Mira_ven_ven.kar";15;;4;;;;"Synth Bass 1";"OK";;
"Operacion_triunfo_Oye_mi_canto.kar";11;;4;;;;"bass    ";"OK";;
"Operacion_triunfo_Santo_Santo.kar";13;;4;;;;"Bass";"OK";;
"Operacion_triunfo_Simply_the_best.kar";27;;3;;;;"Bass Gtr            ";"OK";;
"Operacion_triunfo_Superstition1.kar";9;;5;;;;"Bass";"OK";;
"Operacion_triunfo_Unchained_melody.kar";13;;6;;;;"bass    ";"OK";;
"Operacion_triunfo_Vivo_por_ella.kar";14;;5;;;;"Bass    ";"OK";;
"Operacion_triunfo_Yo_te_voy_a_amar.kar";16;;4;;;;"You";"OK-M";"Revisar bajo";"*"
"Ophelie_Winter_Dieu_ma_donne_la_foi.kar";17;;5;;;;"Basse   2";"OK";;
"Ophelie_Winter_Je_marche_a_lenvers.kar";11;;2;;;;"Basse";"OK";;
"Ophelie_Winter_Le_feu_qui_mattise.kar";16;;5;;;;"Basse";"OK";;
"PACO_BURGOS_DE_LEY_ROSARIO_FLORES.kar";17;;4;;;;"FingeredB";"OK";;
"PAULINA_RUBIO_Vive_el_verano.kar";16;;3;;;;"Bass";"OK";;
"POPULAR_por_Stapelton_TUNA.kar";20;;10;;;;"bass";"OK";;
"Pablo_Abraira_Gavilan_o_paloma.kar";12;;4;;;;"Bajo";"OK";;
"Pascal_Danel_La_plage_aux_romantiques.kar";12;;4;;;;"BASSE";"OK";;
"Pascal_Obispo_Assassine.kar";11;;5;;;;"Basse    2";"OK";;
"Pascal_Obispo_Lile_aux_oiseaux.kar";15;;4;;;;"Basse  2";"OK";;
"Pascal_Obispo_Ou_et_avec_qui_tu_maimes.kar";11;;4;;;;"Basse";"OK";;
"Pascal_Obispo_Personne.kar";10;;3;;;;"Basse";"OK";;
"Pascal_Obispo_Tombee_pour_elle.kar";15;;4;;;;"Basse  2";"OK";;
"Pascal_Obispo_Tu_vas_me_manquer.kar";16;;4;;;;"Basse  2";"OK";;
"Pat_Benatar_We_Belong.kar";13;;8;;;;"Bass 1";"OK";;
"Patrice_Laffont_Le_geant_de_papier.kar";13;;4;;;;"Basse";"OK";;
"Patricia_Carli_Demain_tu_te_maries.kar";11;;4;;;;"Basse    2";"OK";;
"Patricia_Kaas_Elle_voulait_jouer_cabaret.kar";14;;4;;;;;"OK";;
"Patricia_Kaas_Kennedy_Rose.kar";10;;4;;;;"Basse  2";"OK";;
"Patricia_Kaas_Les_Lignes_De_Nos_Mains.kar";13;;2;;;;"Basse";"OK";;
"Patricia_Kaas_Les_chansons_commencent.kar";17;;3;;;;"JazzBass";"OK";;
"Patrick_Bruel_Au_cafT_des_dTlices.kar";12;;4;;;;"bass";"OK";;
"Patrick_Bruel_Au_cafT_des_dTlices_2.kar";11;;3;;;;"Basse";"OK";;
"Patrick_Bruel_DTcalT_Avec_Mariza_CorrTa.kar";10;;4;;;;"Basse  2";"OK";;
"Patrick_Bruel_Juste_avant.kar";4;;3;;;;"basse";"OK";;
"Patrick_Bruel_Place_des_grands_hommes.kar";9;;4;;;;"Basse  2";"OK";;
"Patrick_Bruel_Tout_sefface.kar";13;;3;;;;"Basse";"OK";;
"Patrick_Juvet_Ou_sont_les_femmes.kar";16;;4;;;;;"OK";;
"Patrick_Normand_Cest_la_saison.kar";13;;9;;;;"Bass    ";"OK";;
"Patrick_Normand_Jai_oublier_de_vivre.kar";13;;11;;;;"ELECTRIC BASS";"OK";;
"Patrick_Normand_Toi_le_soleil_de_ma_vie.kar";13;;10;;;;"basse";"OK";;
"Patrick_Sebastien_Le_petit_bonhomme_en_mousse.kar";16;;4;;;;"bass";"OK";;
"Patrick_Sebastien_Tourner_les_serviettes.kar";12;;3;;;;"Basse";"OK";;
"Patsy_Clide_Crazy_Vf.kar";10;;5;;;;"Bass";"OK";;
"Patsy_Clide_Jai_le_coeur_qui_pleure_vf.kar";9;;7;;;;"BASS";"OK";;
"Patsy_Cline_Crazy.kar";12;;7;;;;"Bass";"OK";;
"Patsy_Cline_I_Fall_To_Pieces.kar";11;;9;;;;"BASS";"OK";;
"Patsy_Cline_Im_Sorry.kar";10;;7;;;;"BASS";"OK";;
"Patti_G._Etienne.kar";14;;5;;;;"FretBas2";"OK";;
"Paul_Dwayne_Tragedie_de_st_anne.kar";11;;2;;;;"bass";"OK";;
"Paul_McCartney_Bluebird_4.kar";12;;3;;;;"Bass    (BB)";"OK";;
"Paul_McCartney_Pipes_of_peace_4.kar";13;;3;;;;"Bass    (BB)";"OK";;
"Paul_McCartney_We_got_married_4.kar";17;;5;;;;"Synth Bass";"OK";;
"Paula_Abdul_Straight_up_1.kar";13;;5;;;;"Bass";"OK";;
"Paulina_Rubio_Lo_harT_por_tf_4.kar";15;;4;;;;"Bass";"OK";;
"Pauline_Ester_Le_monde_est_fou.kar";15;;4;;;;"Basse  2";"OK";;
"Per_colpa_di_chi_Zucchero.kar";11;;3;;;;"PICKBASS";"OK";;
"Pet_Shop_Boys_Always_on_my_mind.kar";15;;5;;;;"Bass";"OK";;
"Pet_Shop_Boys_Always_on_my_mind_4.kar";15;;5;;;;"Bass";"OK";;
"Pet_Shop_Boys_Go_wet.kar";11;;;;;;"rhythm section";"OK-M";;
"Petit_papa_Noel.kar";11;;8;;;;"Bass    ";"OK";;
"Petula_Clark_Cest_ma_chanson.kar";14;;6;;;;;"OK";;
"Phil_Collins_Against_all_odds_1.kar";13;;5;;;;"Bass";"OK";;
"Phil_Collins_Do_you_remember.kar";10;;4;;;;"Bass Guitar";"OK";;
"Phil_Collins_Groovy_kind_of_love_1.kar";11;;4;;;;"Bass";"OK";;
"Phil_Collins_Sussusudio_4.kar";16;;14;;;;"Elec Bass";"OK";;
"Phil_Collins_Take_a_look_at_me_now_1.kar";13;;5;;;;"Bass";"OK";;
"Pierre_Lalonde_Un_baiser_de_toi.kar";15;;4;;;;"BASS                ";"OK";;
"Pinball.kar";10;;"8 9";;;;"Electric Bass";"OK-M";;
"Platters_Only_you.kar";10;;4;;;;"Bass";"OK";;
"Presuntos_Implicados_COMO_HEMOS_CAMBIADO.kar";12;;4;;;;"FingerBas";"OK";;
"Prince_Lets_Go_Crazy_4.kar";15;;4;;;;"Bass";"OK";;
"Queen_Doing_all_right.kar";22;;5;;;;"Bass";"OK";;
"Queen_Spread_your_wings.kar";21;;4;;;;"BASS";"OK";;
"Queen_You_dont_fool_me_4.kar";16;;4;;;;"YDFM";"OK";;
"RAUL_Baila.kar";14;;4;;;;" Fingered";"OK";;
"RA_L_Haciendo_trampas.kar";15;;2;;;;"Fretlees";"OK";;
"RITCHIE_VALENS_La_Bamba.kar";6;;3;;;;"Bass";"OK";;
"ROBERTO_CANTORAL_LA_BARCA.kar";7;;4;;;;"BASS";"OK";;
"ROSANA_EL_TALISMAN.kar";15;;3;;;;"Bajo";"OK";;
"Raimundo_Amador_Un_okupa_en_tu_corazon_4.kar";12;;4;;;;" Fingered Bs.";"OK";;
"Rainmundo_Amador_Bollere.kar";14;;2;;;;"Bajo";"OK";;
"Ray_Ventura_Ca_vaut_mieux_que_dattraper_la_scarlatine.kar";9;;3;;;;"Basse  2";"OK";;
"Ray_Ventura_Comme_tout_le_monde.kar";12;;4;;;;"Basse";"OK";;
"Richard_Anthony_A_present_tu_peux_ten_aller.kar";11;;4;;;;"Gtr Bass";"OK";;
"Richard_Anthony_Fiche_le_camp_Jack.kar";9;;3;;;;"Bass    (BB)";"OK";;
"Richard_Anthony_Jirai_twister_le_blues.kar";11;;4;;;;"Basse  2";"OK";;
"Richard_Anthony_La_lecon_de_twist.kar";8;;5;;;;;"OK";;
"Richard_Anthony_Les_ballons.kar";12;;4;;;;"Basse";"OK";;
"Richard_Anthony_Sunny.kar";9;;8;;;;"Bass";"OK";;
"Richard_Cocciante_Jai_attrappe_un_coup_de_soleil.kar";12;;5;;;;"Basse   ";"OK";;
"Ricky_Martin_Solo_quiero_amarte_4.kar";16;;4;;;;"bass";"OK";;
"Righteous_Brothers_Unchained_Melody.kar";13;;6;;;;"bass    ";"OK";;
"Rika_Zarai_Alors_je_chante.kar";11;;2;;;;"Basse";"OK";;
"Rika_Zarai_Tante_Agathe.kar";8;;1;;;;"Basse2";"OK";;
"Rita_Mitsouko_Cest_comme_ca.kar";13;;5;;;;"Basse   2";"OK";;
"Rita_Mitsouko_Marcia_Baila.kar";14;;5;;;;"BasseSlap2";"OK";;
"Robbie_Williams_Better_Man.kar";13;;4;;;;;"OK";;
"Robert_Charlebois_Lindberg.kar";12;;4;;;;"basse";"OK";;
"Robert_Charlebois_Ordinaire.kar";13;;4;;;;"basse";"OK";;
"Roch_Voisine_Darling.kar";13;;4;;;;"Fingbass";"OK";;
"Roch_Voisine_Dites_moi.kar";7;;;;;;"Piano";"OK-M";;
"Roch_Voisine_Jean_Johnny_Jean.kar";16;;12;;;;"Base";"OK";;
"Roch_Voisine_Jentends_frapper.kar";11;;4;;;;"Basse  2";"OK";;
"Roch_Voisine_Pourtant.kar";12;;4;;;;"Basse  2";"OK";;
"Rosana_Domingos_en_el_cielo.kar";8;;4;;;;"Fretlessb";"OK";;
"Roxette_Fading_like_a_flower_2.kar";11;;10;;;;"Fingered Bass       ";"OK";;
"Roxette_Shadow_of_a_doubt.kar";22;;7;;;;"Fingered bass";"OK";;
"Roxette_Sleeping_in_my_car_4.kar";11;;3;;;;"M #2";"OK";;
"Roxette_Spending_my_time_1.kar";12;;9;;;;"Bass    ";"OK";;
"Rozalla_Everybodys_free_4.kar";12;;4;;;;"Bass";"OK";;
"SUPERTRAMP_The_Logical_Song.kar";11;;4;;;;"BASS";"OK";;
"Sacha_Distel_Lincendie_a_Rio.kar";10;;4;;;;"Basse";"OK";;
"Sacha_Distel_Scandale_dans_la_famille.kar";9;;"3 4";;;;"bass";"OK-M";;
"Salvatore_Adamo_InchAllah.kar";11;;4;;;;;"OK";;
"Salvatore_Adamo_Javais_oublie.kar";12;;4;;;;"Basse  2";"OK";;
"Salvatore_Adamo_Javais_oublie_que_les_roses.kar";12;;4;;;;"Basse  2";"OK";;
"Salvatore_Adamo_La_nuit.kar";17;;3;;;;;"OK";;
"Salvatore_Adamo_Tombe_la_neige.kar";17;;4;;;;"MIKROTRACK";"OK";;
"Scooter_Lee_Dizzy.kar";16;;4;;;;"bass";"OK";;
"Scorpions_Send_me_an_angel.kar";11;;9;;;;"Bass";"OK";;
"Scorpions_Still_Loving_You.kar";13;;4;;;;;"OK";;
"Scorpions_Still_loving_you_4.kar";13;;4;;;;;"OK";;
"Secuenciado_por_Daniel_Reina_Con_su_blanca_palidez.kar";16;;11;;;;"bajos";"OK";;
"Seguridad_Social_Correranas_16.kar";9;;4;;;;"Bajo";"OK";;
"Seguridad_Social_Rumba_tarumba_4.kar";14;;4;;;;"bass";"OK";;
"Sergio_Dalma_No_me_digas_que_no.kar";19;;4;;;;"Bass";"OK";;
"Sergio_Dalma_No_me_digas_que_no_4.kar";19;;4;;;;"Bass";"OK";;
"Sheryl_Crow_Tomorrow_never_dies_4.kar";12;;4;;;;"BASS    ";"OK";;
"Siempre_asi_Quiereme_como_te_quiero_yo.kar";21;;21;;;;;"OK";;
"Simon_Garfunkel_Bridge_over_troubled_water_4.kar";6;;3;;;;"Bass";"OK";;
"Simply_Red_Holding_back_the_years_2.kar";13;;6;;;;"Bass";"OK";;
"Sombras_nada_mas.Rocio_Durcal.kar";18;;5;;;;"Bass";"OK";;
"Sombras_nada_mas_15.Rocio_Durcal.kar";18;;5;;;;"Bass";"OK";;
"Song_by_four_A_Puro_Dolorsalsa.kar";14;;4;;;;" Fingered Bs. ";"OK";;
"Sonia_y_Selena_Yo_quiero_bailar_1.kar";12;;5;;;;"Baix";"OK";;
"Sonofaso.kar";15;;4;;;;"Bass";"OK";;
"TAMARA_Siempre.kar";9;;2;;;;"Bass";"OK";;
"TEARS_FOR_FEARS_Shout_from_the_album_Songs_From_The_Big_Chair.kar";12;;4;;;;"By";"OK";;
"Tamara_Celos_5.kar";12;;5;;;;"bajo";"OK";;
"Tears_For_Fears_Everybody_Wants_To_Rule_The_World.kar";14;;5;;;;"Bass";"OK";;
"Tears_For_Fears_Shout.kar";12;;4;;;;"By";"OK";;
